Date,Open,High,Low,Close,Adj Close,Volume,perc_return
9/16/2019,96,98.150002,95.599998,97.580002,89.871422,9322000,1.14%
9/23/2019,97.459999,98.120003,95.790001,97.610001,89.89904,8142900,0.03%
9/30/2019,97.699997,98.379997,94.639999,95.860001,88.287277,10918000,-1.79%
10/7/2019,95.660004,97.580002,94.849998,96.980003,89.31881,7450600,1.17%
10/14/2019,97.290001,97.529999,96.449997,96.860001,89.208298,6113000,-0.12%
10/21/2019,97.050003,98.400002,96.970001,98.099998,90.350334,15638000,1.28%
10/28/2019,98.470001,99.080002,97.099998,97.93,90.193756,11992200,-0.17%
11/4/2019,98.360001,100.739998,98.25,100.68,93.702087,11035200,2.81%
11/11/2019,100.25,101.699997,100.029999,101.339996,94.316345,8028000,0.66%
11/18/2019,101.190002,101.919998,100.889999,101.080002,94.074364,7555900,-0.26%
11/25/2019,101.190002,102.699997,100.629997,102.220001,95.135353,6159300,1.13%
12/2/2019,102.300003,102.419998,97.510002,100.120003,93.180908,11194500,-2.05%
12/9/2019,99.959999,101.830002,98.919998,101.470001,94.437332,7583100,1.35%
12/16/2019,101.669998,102.309998,101.129997,102.169998,95.088829,8939800,0.69%
12/23/2019,102.199997,102.300003,100.599998,101.010002,94.009216,2912900,-1.14%
12/30/2019,101.25,101.25,99.739998,100.599998,93.627632,3654200,-0.41%
1/6/2020,100.110001,101.769997,100.07,101.419998,94.390793,5865200,0.82%
1/13/2020,101.419998,103.849998,101.129997,103.800003,96.60585,11109200,2.35%
1/20/2020,103.599998,104.75,103.5,104.019997,96.8106,8362000,0.21%
1/27/2020,103.050003,104.029999,100.699997,100.93,93.934761,15732600,-2.97%
2/3/2020,101.209999,102.519997,100.519997,102.489998,96.374908,12209200,1.55%
2/10/2020,102.260002,102.620003,101.379997,101.809998,95.735474,9099500,-0.66%
2/17/2020,101.639999,102,100.800003,100.919998,94.898582,6896700,-0.87%
2/24/2020,100,100.5,89.589996,91.209999,85.767937,15110200,-9.62%
3/2/2020,90.830002,93.089996,84.290001,84.370003,79.336052,16036400,-7.50%
3/9/2020,80.5,80.5,59.860001,70.769997,66.547485,37033400,-16.12%
3/16/2020,62.939999,67.669998,56.07,62.259998,58.545242,30898400,-12.02%
3/23/2020,61.549999,73,55.759998,66.660004,62.682713,23206600,7.07%
3/30/2020,67.080002,72,64.720001,66.949997,62.955414,14410200,0.44%
4/6/2020,70.449997,77.330002,68.760002,75.099998,70.619133,14823700,12.17%
4/13/2020,75.860001,75.860001,66.900002,69.989998,65.814034,18860900,-6.80%
4/20/2020,68.480003,70.400002,66.379997,67.519997,63.491402,19049200,-3.53%
4/27/2020,67.870003,74.849998,67.68,68.550003,64.459953,31769800,1.53%
5/4/2020,68.269997,70,66.879997,68.339996,65.185738,20868400,-0.31%
5/11/2020,67.790001,69.599998,61.049999,62.369999,59.491287,15102900,-8.74%
