Date,Open,High,Low,Close,Adj Close,Volume,perc_return
12/24/2018,90.279999,93.400002,90.099998,93.099998,83.928352,7304300,2.36%
12/31/2018,93.57,94.309998,92.260002,94.139999,84.865898,12921500,1.12%
1/7/2019,94.5,96.900002,93.129997,96.599998,87.083557,20177700,2.61%
1/14/2019,96.300003,99.300003,96.099998,98.639999,88.922585,13210600,2.11%
1/21/2019,98.849998,100.050003,98.010002,99.059998,89.301201,12721100,0.43%
1/28/2019,98.489998,100.699997,98.400002,100.110001,91.140953,13402200,1.06%
2/4/2019,100.669998,101.949997,100.199997,100.910004,91.869286,12699000,0.80%
2/11/2019,101.410004,101.959999,100.150002,101.410004,92.324493,12647300,0.50%
2/18/2019,101.5,102.910004,100.949997,101.739998,92.624916,18516200,0.33%
2/25/2019,102.25,103.790001,102.190002,103.459999,94.190826,11577300,1.69%
3/4/2019,103.650002,104.300003,102.190002,102.870003,93.653694,13160100,-0.57%
3/11/2019,102.860001,103.779999,102.279999,103.540001,94.263649,18336300,0.65%
3/18/2019,103.5,104.269997,101.730003,102.129997,92.979973,15191000,-1.36%
3/25/2019,101.919998,103.150002,100.82,100.82,91.787346,14877900,-1.28%
4/1/2019,101.449997,103.779999,101.07,103.599998,94.318268,11559400,2.76%
4/8/2019,103.089996,104.760002,102.660004,104.690002,95.310631,12579300,1.05%
4/15/2019,104.43,107.260002,104.370003,107.059998,97.468292,17657400,2.26%
4/22/2019,107,107.910004,104.940002,105.910004,96.421318,17363200,-1.07%
4/29/2019,105.529999,107,105.529999,106.889999,98.242661,15074500,0.93%
5/6/2019,105.300003,107.18,104.389999,105.419998,96.891571,12206400,-1.38%
5/13/2019,104,105.410004,103.900002,105.120003,96.615845,11147000,-0.28%
5/20/2019,105.220001,105.459999,101.559998,103.889999,95.485359,13768400,-1.17%
5/27/2019,103.959999,104.879997,101.43,101.580002,93.362236,10352100,-2.22%
6/3/2019,101.580002,103.790001,101.269997,103.220001,94.86956,8895000,1.61%
6/10/2019,103.550003,103.910004,102,103.550003,95.172867,8474000,0.32%
6/17/2019,103.360001,105.949997,103.360001,105,96.505562,13240400,1.40%
6/24/2019,105,105.57,103.370003,104.07,95.650795,11722700,-0.89%
7/1/2019,103.459999,105.93,103.459999,105.690002,97.13974,4479400,1.56%
7/8/2019,105.300003,106.029999,104.099998,104.330002,95.889755,10903200,-1.29%
7/15/2019,104.480003,105.32,103.809998,104.910004,96.422844,9422600,0.56%
7/22/2019,104.949997,105.599998,104.099998,104.769997,96.294159,13177500,-0.13%
