Date,Open,High,Low,Close,Adj Close,Volume,perc_return
6/6/2016,65.639999,67.400002,64.949997,65.25,51.461521,11250200,
6/13/2016,64.900002,65.230003,63.52,64.480003,50.854229,15453700,-1.18%
6/20/2016,65.5,65.970001,62.75,64.029999,50.499325,9965700,-0.70%
6/27/2016,63.419998,64.739998,62.360001,63.310001,49.93148,10440200,-1.12%
7/4/2016,63.849998,63.950001,62.419998,63.299999,50.487083,7694200,-0.02%
7/11/2016,63.939999,65.760002,63.84,65.629997,52.345448,8532700,3.68%
7/18/2016,65.75,66.190002,65.300003,66.059998,52.688416,7126200,0.66%
7/25/2016,66.120003,66.699997,65.599998,66.309998,52.887806,6064400,0.38%
8/1/2016,65.639999,66.370003,65.089996,66.349998,52.91972,5469300,0.06%
8/8/2016,66.269997,67.129997,66.25,66.800003,53.278629,5982600,0.68%
8/15/2016,66.93,67,65.970001,66.419998,52.97554,4431400,-0.57%
8/22/2016,66.199997,69.559998,66,68.93,54.977482,12243000,3.78%
8/29/2016,68.93,70.800003,68.739998,70.489998,56.221703,10157900,2.26%
9/5/2016,70.580002,70.779999,69.529999,69.760002,55.639473,6174800,-1.04%
9/12/2016,69.5,70.139999,68.269997,69.900002,55.751133,10142800,0.20%
9/19/2016,70.089996,71.260002,69.809998,70.470001,56.205757,6895400,0.82%
9/26/2016,70.239998,71.089996,69.510002,69.519997,55.448051,9029200,-1.35%
10/3/2016,69.559998,70.139999,69.050003,69.519997,56.035137,7609000,0.00%
10/10/2016,69.550003,70.690002,69.150002,70.199997,56.583244,5188600,0.98%
10/17/2016,70.190002,71.400002,69.980003,71.25,57.429577,5975100,1.50%
10/24/2016,71.370003,72.5,71.260002,72.089996,58.106636,7147000,1.18%
10/31/2016,72.050003,72.559998,70.739998,70.980003,57.211952,7169600,-1.54%
11/7/2016,71.669998,72.330002,70.57,71.029999,57.252247,10244200,0.07%
11/14/2016,71.220001,72.110001,69.199997,72,58.034107,11582000,1.37%
11/21/2016,72.160004,73.019997,72.120003,72.900002,58.759533,6312300,1.25%
11/28/2016,73,74.629997,72.239998,74.370003,59.944397,11626700,2.02%
